"","age3","sex2","race3","educat4","povgap4","pov2","svefreq2","foodindsev","qweight_pu","x1_sampcts","x1_popcts","wts","sampled_x1_label","abcat","dfcat","cdcat","bccat","nj","J_cell","grp1id","grp2id","grp3id","grp4id","grp5id","grp6id","grp7id"
"549","2","2","3","1","1","1","1","0",12990,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"550","3","2","3","1","1","1","1","0",3733,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"551","3","1","2","3","1","2","2","0",4757,13,19286,1483.53846153846,199,"1","1","7","1",9,330,1,0,0,1,1,0,0
"552","2","1","3","3","4","2","1","0",668,5,9978,1995.6,126,"1","1","11","1",3,207,0,0,0,0,0,0,0
"553","1","1","2","3","2","2","1","0",1912,5,15739,3147.8,21,"1","1","7","1",4,35,0,0,0,0,0,0,0
"554","1","2","1","3","1","1","1","0",2704,7,50165,7166.42857142857,51,"1","1","3","1",6,83,0,0,1,0,0,0,0
"555","3","1","1","4","4","2","1","0",1156,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"556","1","1","2","2","1","1","2","1",539,14,31099,2221.35714285714,16,"1","1","6","1",5,26,1,0,0,1,1,1,0
"557","2","1","3","2","4","2","1","0",5226,2,9731,4865.5,123,"1","1","10","1",2,202,0,0,0,0,0,0,0
"558","3","2","1","4","4","2","1","0",4653,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"559","1","1","1","4","4","2","1","0",9999,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"560","2","1","3","4","1","1","2","1",1089,8,14568,1821,127,"1","1","12","1",2,210,1,0,0,0,1,0,1
"561","3","2","1","2","4","2","1","0",7804,12,31034,2586.16666666667,229,"3","1","2","1",10,380,0,0,0,0,0,0,0
"562","3","2","2","2","3","2","1","0",4366,13,27315,2101.15384615385,244,"3","1","6","2",11,406,0,0,0,0,0,0,0
"563","2","2","3","4","1","2","1","0",8505,9,16582,1842.44444444444,172,"2","1","12","3",6,286,0,0,1,0,0,0,0
"564","3","2","3","4","2","2","1","0",2889,9,6841,760.111111111111,267,"3","1","12","3",6,449,0,0,0,0,0,0,0
"565","1","2","3","1","1","1","2","0",8748,24,193083,8045.125,74,"1","1","9","3",14,125,1,0,0,0,0,1,0
"566","3","2","2","4","1","2","2","0",6067,14,12656,904,250,"3","1","8","2",6,419,1,0,0,1,0,0,1
"567","3","2","3","3","3","2","2","0",5086,13,10717,824.384615384615,264,"3","3","11","3",6,444,1,0,0,0,0,0,0
"568","1","1","1","3","4","2","1","0",6490,6,31739,5289.83333333333,7,"1","1","3","1",5,10,0,0,0,0,0,0,0
"569","1","1","3","2","1","2","2","0",3094,22,40735,1851.59090909091,32,"1","1","10","1",8,51,1,0,0,0,1,1,0
"570","2","1","2","3","1","1","1","0",4994,7,14168,2024,108,"1","1","7","1",1,178,0,0,1,1,0,0,0
"571","1","2","3","1","1","2","1","0",2456,24,193083,8045.125,74,"1","1","9","3",10,124,0,0,1,0,0,0,0
"572","3","2","3","3","3","2","1","0",6715,13,10717,824.384615384615,264,"3","1","11","3",7,443,0,0,0,0,0,0,0
"573","3","2","2","2","1","1","1","1",6028,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"574","3","2","1","4","3","2","2","0",4327,25,46662,1866.48,236,"3","3","4","1",2,393,1,0,0,0,0,0,1
"575","3","2","3","2","1","2","1","0",20738,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"576","3","1","2","4","4","2","1","0",2135,9,14529,1614.33333333333,206,"1","1","8","1",8,342,0,0,0,0,0,0,0
"577","3","2","3","2","1","1","1","1",3271,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"578","3","2","2","2","1","1","1","1",2927,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"579","3","2","3","2","1","2","1","0",1416,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"580","1","2","1","2","4","2","1","0",1306,4,9640,2410,50,"1","1","2","1",3,81,0,0,0,0,0,0,0
"581","3","2","1","3","4","2","1","0",9303,11,25155,2286.81818181818,233,"3","1","3","1",8,387,0,0,0,0,0,0,0
"582","1","2","3","3","3","2","1","0",1326,13,29405,2261.92307692308,84,"1","1","11","3",8,144,0,0,0,0,0,0,0
"583","3","1","1","1","4","2","1","0",3192,3,9396,3132,178,"1","1","1","1",3,297,0,0,0,0,0,0,0
"584","1","2","3","3","1","2","1","0",9156,35,48700,1391.42857142857,82,"1","1","11","3",22,140,0,0,1,0,0,0,0
"585","1","2","2","1","1","1","1","0",2853,10,128276,12827.6,59,"1","1","5","2",4,97,0,0,1,1,0,0,0
"586","1","1","3","3","3","2","1","0",9738,7,27798,3971.14285714286,38,"1","1","11","1",6,61,0,0,0,0,0,0,0
"587","3","2","1","2","4","2","1","0",6094,12,31034,2586.16666666667,229,"3","1","2","1",10,380,0,0,0,0,0,0,0
"588","3","2","1","4","4","2","1","0",818,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"589","3","2","3","3","1","2","2","1",2512,19,17296,910.315789473684,262,"3","1","11","3",9,440,1,0,0,0,0,0,0
"590","1","2","1","2","4","2","1","0",1878,4,9640,2410,50,"1","1","2","1",3,81,0,0,0,0,0,0,0
"591","3","2","1","4","4","2","1","0",5774,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"592","1","1","1","2","3","2","1","0",12040,4,25640,6410,4,"1","1","2","1",3,5,0,0,0,0,0,0,0
"593","1","2","2","4","3","2","1","0",3642,6,17217,2869.5,72,"1","1","8","2",5,121,0,0,0,0,0,0,0
"594","3","2","3","2","1","2","2","0",441,27,37033,1371.59259259259,258,"3","1","10","3",11,432,1,0,0,0,0,0,0
"595","2","2","1","3","4","2","1","0",8330,5,18851,3770.2,140,"2","1","3","1",4,229,0,0,0,0,0,0,0
"596","1","2","1","4","4","2","1","0",9303,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"597","2","1","1","2","4","2","1","0",3408,3,16392,5464,96,"1","1","2","1",3,161,0,0,0,0,0,0,0
"598","2","1","1","4","1","1","1","0",5450,3,17306,5768.66666666667,101,"1","1","4","1",3,167,0,0,1,0,0,0,0
"599","2","2","1","2","1","1","2","1",3557,7,23761,3394.42857142857,134,"2","1","2","1",5,220,1,0,0,0,0,0,0
"600","1","2","2","3","1","2","1","0",9515,17,50074,2945.52941176471,66,"1","1","7","2",10,109,0,0,1,1,0,0,0
"601","1","1","3","4","2","2","1","0",1682,8,14334,1791.75,41,"1","1","12","1",4,67,0,0,0,0,0,0,0
"602","2","1","2","2","1","1","2","0",2553,15,24888,1659.2,105,"1","1","6","1",10,174,1,0,0,1,1,0,0
"603","3","1","1","2","4","2","1","0",10344,4,25405,6351.25,182,"1","1","2","1",4,303,0,0,0,0,0,0,0
"604","1","2","3","3","1","1","1","0",2581,35,48700,1391.42857142857,82,"1","1","11","3",22,140,0,0,1,0,0,0,0
"605","1","2","3","1","1","1","1","0",11432,24,193083,8045.125,74,"1","1","9","3",10,124,0,0,1,0,0,0,0
"606","1","2","3","4","1","1","1","0",13490,15,31521,2101.4,86,"1","1","12","3",10,148,0,0,1,0,0,0,0
"607","3","1","3","3","3","2","1","0",3328,8,12376,1547,217,"1","1","11","1",5,362,0,0,0,0,0,0,0
"608","2","2","3","2","3","2","1","0",4405,4,14878,3719.5,166,"2","1","10","3",3,274,0,0,0,0,0,0,0
"609","1","1","3","4","3","2","2","0",4637,11,27060,2460,42,"1","3","12","1",1,70,1,0,0,0,1,1,1
"610","3","2","2","4","2","2","1","0",2020,8,7233,904.125,251,"3","1","8","2",8,420,0,0,0,0,0,0,0
"611","2","2","3","3","4","2","1","0",3856,9,9837,1093,171,"2","1","11","3",8,284,0,0,0,0,0,0,0
"612","2","2","2","3","4","2","1","0",2886,4,10669,2667.25,156,"2","1","7","2",3,256,0,0,0,0,0,0,0
"613","1","2","2","3","1","1","1","0",12404,17,50074,2945.52941176471,66,"1","1","7","2",10,109,0,0,1,1,0,0,0
"614","3","2","3","3","2","2","2","1",2392,4,6631,1657.75,263,"3","2","11","3",1,442,1,0,0,0,0,0,0
"615","3","2","1","2","1","1","1","0",8788,20,87041,4352.05,226,"3","1","2","1",15,376,0,0,1,0,0,0,0
"616","1","2","3","2","1","1","1","0",443,32,38540,1204.375,78,"1","1","10","3",14,132,0,0,1,0,0,0,0
"617","3","2","3","3","3","2","2","1",3438,13,10717,824.384615384615,264,"3","3","11","3",6,444,1,0,0,0,0,0,0
"618","3","1","1","4","1","1","1","0",7694,13,32173,2474.84615384615,187,"1","1","4","1",12,310,0,0,1,0,0,0,0
"619","2","2","1","4","3","2","1","0",1110,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"620","3","1","1","3","1","2","2","0",8683,7,27791,3970.14285714286,183,"1","1","3","1",1,305,1,0,0,0,1,0,0
"621","3","1","3","1","1","2","2","1",17256,26,53061,2040.80769230769,207,"1","1","9","1",15,345,1,0,0,0,1,0,0
"622","2","2","3","1","1","1","2","1",2579,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"623","2","1","3","3","3","2","1","0",6798,4,11159,2789.75,125,"1","1","11","1",2,205,0,0,0,0,0,0,0
"624","2","1","3","3","1","1","2","1",975,3,14992,4997.33333333333,124,"1","1","11","1",2,204,1,0,0,0,1,0,0
"625","3","1","2","2","2","2","1","0",4968,4,12591,3147.75,196,"1","1","6","1",4,325,0,0,0,0,0,0,0
"626","1","2","2","2","2","2","2","1",1182,3,13348,4449.33333333333,63,"1","2","6","2",2,104,1,0,0,0,0,1,0
"627","2","2","2","4","4","2","1","0",1243,18,22583,1254.61111111111,160,"2","1","8","2",13,264,0,0,0,0,0,0,0
"628","1","2","3","2","1","2","1","0",1800,32,38540,1204.375,78,"1","1","10","3",14,132,0,0,1,0,0,0,0
"629","1","1","3","4","3","2","1","0",381,11,27060,2460,42,"1","1","12","1",10,69,0,0,0,0,0,0,0
"630","3","2","3","4","1","2","1","0",2214,24,13255,552.291666666667,266,"3","1","12","3",13,447,0,0,1,0,0,0,0
"631","3","1","3","4","2","2","1","0",18606,2,7092,3546,220,"1","1","12","1",2,368,0,0,0,0,0,0,0
"632","2","1","1","2","3","2","1","0",8567,3,25047,8349,95,"1","1","2","1",3,160,0,0,0,0,0,0,0
"633","3","1","1","1","4","2","1","0",2652,3,9396,3132,178,"1","1","1","1",3,297,0,0,0,0,0,0,0
"634","3","2","1","4","2","2","1","0",4718,6,23136,3856,235,"3","1","4","1",6,391,0,0,0,0,0,0,0
"635","3","2","3","1","1","1","1","0",1499,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"636","2","2","2","1","1","1","2","0",1418,11,20880,1898.18181818182,145,"2","1","5","2",6,240,1,0,0,1,0,0,0
"637","3","2","3","2","1","1","1","1",6876,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"638","1","1","2","2","4","2","1","0",467,6,13094,2182.33333333333,19,"1","1","6","1",5,31,0,0,0,0,0,0,0
"639","2","1","3","4","2","2","1","0",12727,4,11054,2763.5,128,"1","1","12","1",3,211,0,0,0,0,0,0,0
"640","3","2","3","1","1","2","1","0",9340,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"641","3","1","1","4","4","2","1","0",7336,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"642","3","1","2","3","3","2","1","0",4318,5,13145,2629,201,"1","1","7","1",4,333,0,0,0,0,0,0,0
"643","2","2","2","3","3","2","1","0",739,7,22606,3229.42857142857,155,"2","1","7","2",4,254,0,0,0,0,0,0,0
"644","3","2","1","2","4","2","1","0",5317,12,31034,2586.16666666667,229,"3","1","2","1",10,380,0,0,0,0,0,0,0
"645","1","1","1","3","2","2","2","0",2823,2,18703,9351.5,6,"1","2","3","1",1,9,1,0,0,0,1,1,0
"646","3","2","2","1","1","2","1","0",11740,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"647","3","1","2","2","1","2","2","0",4727,22,25556,1161.63636363636,195,"1","1","6","1",9,324,1,0,0,1,1,0,0
"648","1","2","2","4","2","2","1","1",4484,5,9956,1991.2,71,"1","1","8","2",4,119,0,0,0,0,0,0,0
"649","1","2","1","4","4","2","2","0",4475,27,97535,3612.40740740741,58,"1","4","4","1",3,96,1,1,0,0,0,1,1
"650","3","1","1","4","4","2","1","0",7645,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"651","2","2","1","4","3","2","2","0",667,27,42118,1559.92592592593,143,"2","3","4","1",1,236,1,0,0,0,0,0,1
"652","3","1","3","3","4","2","1","0",396,8,7879,984.875,218,"1","1","11","1",7,364,0,0,0,0,0,0,0
"653","1","2","1","4","4","2","1","0",9438,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"654","3","2","1","3","1","2","1","0",1355,22,45927,2087.59090909091,230,"3","1","3","1",17,382,0,0,1,0,0,0,0
"655","3","2","3","1","1","1","1","0",3989,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"656","1","1","2","2","3","2","2","0",5292,4,22181,5545.25,18,"1","3","6","1",3,30,1,0,0,0,1,1,0
"657","3","1","2","1","4","2","1","0",3036,3,5360,1786.66666666667,194,"1","1","5","1",3,322,0,0,0,0,0,0,0
"658","2","1","2","4","3","2","2","0",1008,4,12553,3138.25,114,"1","3","8","1",1,189,1,0,0,0,1,0,1
"659","3","1","1","2","4","2","1","0",1312,4,25405,6351.25,182,"1","1","2","1",4,303,0,0,0,0,0,0,0
"660","2","2","1","4","3","2","1","0",5545,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"661","2","2","3","3","4","2","1","0",1167,9,9837,1093,171,"2","1","11","3",8,284,0,0,0,0,0,0,0
"662","1","1","1","4","4","2","1","0",11894,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"663","3","2","2","2","4","2","1","0",885,9,11679,1297.66666666667,245,"3","1","6","2",7,408,0,0,0,0,0,0,0
"664","2","2","1","4","4","2","1","0",3122,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"665","3","2","2","3","1","2","1","0",3157,29,35937,1239.20689655172,246,"3","1","7","2",17,410,0,0,1,1,0,0,0
"666","1","1","3","3","2","2","2","0",10448,8,20779,2597.375,37,"1","2","11","1",4,60,1,0,0,0,1,1,0
"667","1","2","2","4","2","2","1","0",5265,5,9956,1991.2,71,"1","1","8","2",4,119,0,0,0,0,0,0,0
"668","3","1","1","2","1","2","1","0",16253,8,54000,6750,179,"1","1","2","1",6,298,0,0,1,0,0,0,0
"669","3","2","2","3","1","1","2","0",6997,29,35937,1239.20689655172,246,"3","1","7","2",12,411,1,0,0,1,0,0,0
"670","3","1","3","3","3","2","2","0",12404,8,12376,1547,217,"1","3","11","1",3,363,1,0,0,0,1,0,0
"671","3","2","1","2","3","2","1","0",8109,4,39785,9946.25,228,"3","1","2","1",4,379,0,0,0,0,0,0,0
"672","3","2","2","3","1","1","1","0",991,29,35937,1239.20689655172,246,"3","1","7","2",17,410,0,0,1,1,0,0,0
"673","1","2","3","1","2","2","2","0",2719,3,68485,22828.3333333333,75,"1","2","9","3",2,127,1,0,0,0,0,1,0
"674","2","2","2","3","2","2","1","0",3763,3,15201,5067,154,"2","1","7","2",3,253,0,0,0,0,0,0,0
"675","1","1","3","1","1","1","2","0",791,6,201339,33556.5,28,"1","1","9","1",5,46,1,0,0,0,1,1,0
"676","3","2","3","4","4","2","1","0",479,10,18266,1826.6,269,"3","1","12","3",10,452,0,0,0,0,0,0,0
"677","3","1","2","3","1","2","1","1",19019,13,19286,1483.53846153846,199,"1","1","7","1",4,329,0,0,1,1,0,0,0
"678","3","2","3","4","1","2","2","0",2136,24,13255,552.291666666667,266,"3","1","12","3",11,448,1,0,0,0,0,0,1
"679","3","2","3","4","1","1","1","0",1629,24,13255,552.291666666667,266,"3","1","12","3",13,447,0,0,1,0,0,0,0
"680","3","2","3","2","1","1","1","0",1914,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"681","2","2","1","4","1","2","1","0",3249,10,19066,1906.6,141,"2","1","4","1",7,231,0,0,1,0,0,0,0
"682","3","1","2","2","1","1","2","0",2258,22,25556,1161.63636363636,195,"1","1","6","1",9,324,1,0,0,1,1,0,0
"683","3","2","3","1","1","2","2","0",6723,54,85439,1582.2037037037,254,"3","1","9","3",19,426,1,0,0,0,0,0,0
"684","3","2","2","4","2","2","1","0",3013,8,7233,904.125,251,"3","1","8","2",8,420,0,0,0,0,0,0,0
"685","2","2","1","3","4","2","1","1",8010,5,18851,3770.2,140,"2","1","3","1",4,229,0,0,0,0,0,0,0
"686","3","2","1","4","4","2","1","0",8380,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"687","1","1","2","2","2","2","2","0",5521,6,13569,2261.5,17,"1","2","6","1",4,28,1,0,0,0,1,1,0
"688","3","1","2","2","1","1","2","0",3239,22,25556,1161.63636363636,195,"1","1","6","1",9,324,1,0,0,1,1,0,0
"689","1","2","2","4","1","1","2","0",1498,7,15506,2215.14285714286,70,"1","1","8","2",2,118,1,0,0,1,0,1,1
"690","3","1","3","3","1","2","1","0",3816,12,6855,571.25,215,"1","1","11","1",9,358,0,0,1,0,0,0,0
"691","1","2","2","2","4","2","2","0",267,6,7102,1183.66666666667,65,"1","4","6","2",4,108,1,1,0,0,0,1,0
"692","3","2","3","1","1","2","1","0",2255,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"693","3","2","2","4","1","1","2","0",1178,14,12656,904,250,"3","1","8","2",6,419,1,0,0,1,0,0,1
"694","3","2","2","3","2","2","2","0",1084,10,15275,1527.5,247,"3","2","7","2",4,413,1,0,0,0,0,0,0
"695","2","2","3","4","4","2","1","0",4420,14,31176,2226.85714285714,175,"2","1","12","3",12,292,0,0,0,0,0,0,0
"696","3","1","2","2","1","1","2","1",1523,22,25556,1161.63636363636,195,"1","1","6","1",9,324,1,0,0,1,1,0,0
"697","2","1","1","1","4","2","1","0",16050,3,5401,1800.33333333333,92,"1","1","1","1",2,156,0,0,0,0,0,0,0
"698","3","2","2","4","4","2","1","0",4286,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"699","1","2","3","3","1","1","1","1",3314,35,48700,1391.42857142857,82,"1","1","11","3",22,140,0,0,1,0,0,0,0
"700","3","1","1","2","3","2","1","0",9546,5,28338,5667.6,181,"1","1","2","1",5,302,0,0,0,0,0,0,0
"701","3","2","3","1","1","1","2","0",9580,54,85439,1582.2037037037,254,"3","1","9","3",19,426,1,0,0,0,0,0,0
"702","3","2","1","2","2","2","1","0",5618,8,32804,4100.5,227,"3","1","2","1",8,378,0,0,0,0,0,0,0
"703","1","2","1","4","4","2","1","0",9438,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"704","1","2","1","4","2","2","1","0",1745,7,47757,6822.42857142857,56,"1","1","4","1",6,91,0,0,0,0,0,0,0
"705","1","2","2","2","3","2","1","0",8717,8,16195,2024.375,64,"1","1","6","2",4,105,0,0,0,0,0,0,0
"706","3","2","1","3","3","2","1","0",3060,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"707","3","2","2","4","4","2","1","0",1989,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"708","2","1","3","1","1","1","2","0",15292,9,40052,4450.22222222222,116,"1","1","9","1",4,192,1,0,0,0,1,0,0
"709","3","2","3","2","2","2","1","0",3358,7,11636,1662.28571428571,259,"3","1","10","3",5,433,0,0,0,0,0,0,0
"710","3","2","1","4","4","2","1","0",3724,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"711","2","2","3","1","1","1","1","0",2438,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"712","2","2","2","3","1","1","1","0",684,15,25781,1718.73333333333,153,"2","1","7","2",9,251,0,0,1,1,0,0,0
"713","3","2","3","3","1","1","1","0",7178,19,17296,910.315789473684,262,"3","1","11","3",10,439,0,0,1,0,0,0,0
"714","1","2","3","1","2","2","2","0",14626,3,68485,22828.3333333333,75,"1","2","9","3",2,127,1,0,0,0,0,1,0
"715","1","2","3","2","1","2","2","0",1180,32,38540,1204.375,78,"1","1","10","3",18,133,1,0,0,0,0,1,0
"716","2","2","1","2","4","2","1","0",3155,4,13130,3282.5,136,"2","1","2","1",4,222,0,0,0,0,0,0,0
"717","3","2","1","4","4","2","1","0",1019,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"718","2","2","3","3","2","2","2","0",4293,8,14509,1813.625,169,"2","2","11","3",5,281,1,0,0,0,0,0,0
"719","1","1","1","4","3","2","1","0",2107,9,65930,7325.55555555556,10,"1","1","4","1",8,15,0,0,0,0,0,0,0
"720","3","1","2","4","3","2","1","0",3275,3,9493,3164.33333333333,205,"1","1","8","1",3,341,0,0,0,0,0,0,0
"721","3","2","3","2","2","2","1","0",5417,7,11636,1662.28571428571,259,"3","1","10","3",5,433,0,0,0,0,0,0,0
"722","3","2","2","3","1","1","1","0",1243,29,35937,1239.20689655172,246,"3","1","7","2",17,410,0,0,1,1,0,0,0
"723","1","2","3","2","1","2","2","0",2818,32,38540,1204.375,78,"1","1","10","3",18,133,1,0,0,0,0,1,0
"724","3","2","1","3","1","2","2","0",19052,22,45927,2087.59090909091,230,"3","1","3","1",5,383,1,0,0,0,0,0,0
"725","3","1","1","3","4","2","1","0",9634,8,27529,3441.125,186,"1","1","3","1",7,308,0,0,0,0,0,0,0
"726","1","2","2","1","1","1","1","0",24000,10,128276,12827.6,59,"1","1","5","2",4,97,0,0,1,1,0,0,0
"727","3","2","2","2","1","2","1","0",1899,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"728","3","2","3","3","3","2","2","1",2659,13,10717,824.384615384615,264,"3","3","11","3",6,444,1,0,0,0,0,0,0
"729","3","2","1","1","3","2","1","0",16703,2,19767,9883.5,225,"3","1","1","1",2,375,0,0,0,0,0,0,0
"730","2","1","1","4","4","2","1","0",4480,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"731","3","1","2","3","1","2","2","0",1547,13,19286,1483.53846153846,199,"1","1","7","1",9,330,1,0,0,1,1,0,0
"732","1","2","2","2","4","2","1","0",1296,6,7102,1183.66666666667,65,"1","1","6","2",2,107,0,0,0,0,0,0,0
"733","2","2","1","4","4","2","1","0",4718,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"734","3","1","3","2","1","2","1","0",11489,13,19180,1475.38461538462,211,"1","1","10","1",7,351,0,0,1,0,0,0,0
"735","3","1","3","3","3","2","1","0",6384,8,12376,1547,217,"1","1","11","1",5,362,0,0,0,0,0,0,0
"736","2","1","2","1","1","1","2","1",5710,7,14380,2054.28571428571,104,"1","1","5","1",6,172,1,0,0,1,1,0,0
"737","3","2","1","3","4","2","1","0",2408,11,25155,2286.81818181818,233,"3","1","3","1",8,387,0,0,0,0,0,0,0
"738","3","2","1","3","4","2","2","0",7151,11,25155,2286.81818181818,233,"3","4","3","1",3,388,1,1,0,0,0,0,0
"739","3","2","3","1","1","2","1","0",2397,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"740","2","2","3","1","1","1","1","0",740,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"741","1","1","2","3","1","1","1","0",996,10,26460,2646,20,"1","1","7","1",7,33,0,0,1,1,0,0,0
"742","1","1","2","2","2","2","2","0",602,6,13569,2261.5,17,"1","2","6","1",4,28,1,0,0,0,1,1,0
"743","3","1","2","1","1","2","2","1",7153,9,29342,3260.22222222222,191,"1","1","5","1",5,319,1,0,0,1,1,0,0
"744","1","1","1","4","4","2","1","0",5250,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"745","3","2","3","4","4","2","1","0",1685,10,18266,1826.6,269,"3","1","12","3",10,452,0,0,0,0,0,0,0
"746","1","1","3","4","2","2","1","0",7348,8,14334,1791.75,41,"1","1","12","1",4,67,0,0,0,0,0,0,0
"747","3","2","2","4","3","2","1","0",1926,19,17668,929.894736842105,252,"3","1","8","2",17,421,0,0,0,0,0,0,0
"748","2","1","1","4","4","2","1","0",1864,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"749","3","1","2","2","1","1","1","0",1052,22,25556,1161.63636363636,195,"1","1","6","1",13,323,0,0,1,1,0,0,0
"750","3","2","2","1","1","2","1","0",5799,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"751","1","1","2","2","3","2","1","0",1712,4,22181,5545.25,18,"1","1","6","1",1,29,0,0,0,0,0,0,0
"752","3","2","1","3","3","2","1","0",11278,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"753","3","2","2","4","4","2","1","0",1084,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"754","2","2","3","3","1","1","1","0",1265,11,20055,1823.18181818182,168,"2","1","11","3",9,278,0,0,1,0,0,0,0
"755","3","2","2","1","1","1","1","0",8605,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"756","3","2","3","3","1","2","2","1",7508,19,17296,910.315789473684,262,"3","1","11","3",9,440,1,0,0,0,0,0,0
"757","1","1","1","4","2","2","1","0",2689,3,29934,9978,9,"1","1","4","1",2,13,0,0,0,0,0,0,0
"758","3","2","1","4","4","2","1","0",1136,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"759","3","2","1","3","4","2","1","0",2081,11,25155,2286.81818181818,233,"3","1","3","1",8,387,0,0,0,0,0,0,0
"760","2","2","1","4","1","2","1","0",7103,10,19066,1906.6,141,"2","1","4","1",7,231,0,0,1,0,0,0,0
"761","1","2","3","3","2","2","1","0",1282,11,24113,2192.09090909091,83,"1","1","11","3",5,142,0,0,0,0,0,0,0
"762","2","1","3","1","3","2","1","0",2750,4,14985,3746.25,118,"1","1","9","1",3,194,0,0,0,0,0,0,0
"763","3","2","1","4","1","2","1","0",5950,15,45846,3056.4,234,"3","1","4","1",12,389,0,0,1,0,0,0,0
"764","1","1","3","1","4","2","1","0",9303,3,56185,18728.3333333333,31,"1","1","9","1",3,49,0,0,0,0,0,0,0
"765","1","1","3","2","1","1","1","0",12404,22,40735,1851.59090909091,32,"1","1","10","1",14,50,0,0,1,0,0,0,0
"766","2","1","1","4","4","2","1","0",8200,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"767","3","2","2","3","2","2","1","0",4596,10,15275,1527.5,247,"3","1","7","2",6,412,0,0,0,0,0,0,0
"768","1","2","3","3","1","2","2","0",3136,35,48700,1391.42857142857,82,"1","1","11","3",13,141,1,0,0,0,0,1,0
"769","2","1","3","4","1","2","2","0",2737,8,14568,1821,127,"1","1","12","1",2,210,1,0,0,0,1,0,1
"770","3","2","3","4","2","2","2","0",4235,9,6841,760.111111111111,267,"3","2","12","3",3,450,1,0,0,0,0,0,1
