subject_id,adultx,qbor,childx,imp_female,imp_pdisyes,imp_pothyes,imp_pregyes,imp_pretyes,imp_psnapyes,imp_puiyes,imp_pwelfyes,imp_race,opmpov,opmthresh,qa4_age1_tc,qa4_gender1,qa4_rel1,qa4_age2_tc,qa4_gender2,qa4_rel2,qa4_age3_tc,qa4_gender3,qa4_rel3,qa4_age4_tc,qa4_gender4,qa4_rel4,qa4_age5_tc,qa4_gender5,qa4_rel5,qa4_age6_tc,qa4_gender6,qa4_rel6,qa4_age7_tc,qa4_gender7,qa4_rel7,qa4_age8_tc,qa4_gender8,qa4_rel8,qa4_age9_tc,qa4_gender9,qa4_rel9,qa1,qa8,qa9,qa9a,qa10,qa11,qb1,qb2,qb4,qb6,qc1,qc2,qc3,qc4,qc5_1,qc5_2,qc5_3,qc5_4,qc5_5,qc5_6,qc5_7,qc5_8,qc5_9,qc5_10,qc5_11,qc5_12,qc6,qd1,qd2,qd7,qd3,qd4,qd5,qd6x,qd6,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qg0,qg2,qg2x,qg3,qg5,qg5x,qh1,qh2a,qh2b,qh3,qh4a,qh4b,qh5_1,qh5_2,qh5_3,qh5_4,qh5_5,qh5_6,qh5_7,qh5_8,qh5_9,qh5_10,qh6_1,qh6_2,qh6_3,qh6_4,qh6_5,qh6_6,qh6_7,qh7,qh7a,qh7b,qh9,qh10,qh10f,qh18,qi1,qi2_asian,qi2_black,qi2_hpa,qi2_natam,qi2_oth,qi2_white,qi3,qi5,qi6,qi8,qi9,qi10,qa3_age_tc,qa3_gender,sppart,qweight_p,qweight_pu,spmthresh,spmpov,qh19f,qb5_1,qb5_2,qb5_3,qb5_4,qb5_5,qb5_6,imp_earnhd_tc,imp_earnsp_tc,imp_incret_tc,imp_incdis_tc,imp_incwelf_tc,imp_incui_tc,imp_incsnap_tc,imp_increg_tc,imp_incoth_tc,imp_incothhh_tc,qh6_7x_tc,qh6_6x_tc,qh6_5x_tc,qh6_4x_tc,qh6_3x_tc,qh6_2x_tc,qh6_1x_tc,qh1x_tc,qh3x_tc,qh7x_tc,imp_chwoop_tc,imp_pmoop_tc,qa8x_tc,qa9x_tc,qa10x_tc,qh10x_tc,qh18x_tc,qh19x_tc,spmres_tc,opmres_tc,opmincneeds_tc,spmincneeds_tc,qsurveyyear,qsurveymonth
605,1,1,0,1,2,1,2,1,2,2,2,4,2,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,2,2,7,1,1,3,3,2,2,2,2,2,2,3,2,1,3,,,,1,,,,,,1,2,2,2,2,2,2,1,2,1,1,,,,,,1,,,,,,,1,2,2,2,2,1,2,1,1,8,1,1,,,72,2,2,1403,1403,14487.016,2,,,,,,,,40000,0,24000,0,0,0,0,0,0,0,2000,,,,,,38000,40000,,,0,2000,868,868,,,2000,,69675.75,80000,7.2654619,4.8095307,2013,2
649,4,3,0,0,1,2,2,1,1,2,2,2,1,23681,50,2,12,30,1,14,22,2,14,,,,,,,,,,,,,,,,,,,1,1,1,2,,3,5,1,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,1,1,1,4,1,4,1,1,1,1,1,1,1,2,1,2,2,,,,,,,,,,,1,1,2,2,1,2,2,1,2,2,98,98,,,1,,,98,2,,,,,1,2,2,1,2,2,2,2,1,2,1,2,2,2,53,1,2,10447,2612,38231.461,1,,,,,,,,0,0,0,6680.0815,0,0,888,0,0,8291.2236,,,888,,,,,,,,0,600,1100,1100,,,600,,15334.306,14971.306,.63220751,.40109128,2013,2
856,1,4,0,1,2,2,2,2,2,2,2,2,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,4,2,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,7,1,1,2,3,2,2,2,1,2,2,1,1,1,12,,,,99,,99,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,1,8,1,1,,1,56,2,2,1356,1356,14962.52,2,3,,,,,,,65815.297,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4320,100,,,2000,,100,2400,43527.914,65815.297,5.5098615,2.9091299,2013,2
1260,2,2,2,0,2,2,2,2,2,2,2,1,2,23283,51,2,1,7,2,3,1,2,3,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,1,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,2,2,2,8,1,1,3,3,2,2,2,2,2,2,3,1,1,12,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,1,1,1,1,2,2,2,2,2,2,1,1,7,1,1,,,55,1,1,10177,5088,32284.168,2,2,2,2,2,2,2,1,90000,60399.504,0,0,0,0,0,0,0,0,,,,,,,,90000,110000,0,1650,300,,,1700,750,300,75,144686.83,188018.31,11.143822,6.0748601,2013,3
712,2,1,2,1,2,2,2,2,1,2,2,5,1,23283,85,1,1,15,2,3,4,2,3,,,,,,,,,,,,,,,,,,,1,1,1,98,,1,4,4,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,2,2,2,3,4,1,1,3,2,2,2,2,2,2,1,1,2,1,3,2,1,12,1,,,98,2,,2,2,2,2,1,1,2,1,2,2,,,,,1,,,1,,,2,,,1,1,2,2,2,2,2,1,6,2,1,2,2,,85,2,1,4256,2128,31258.188,1,1,2,2,1,2,2,2,500,9588.627,0,0,0,0,3600,0,0,1000,,,3600,,,,,500,,1000,500,0,900,900,,,0,2000,20835.713,11088.627,.47625422,.66656816,2013,3
1331,1,2,0,0,2,2,2,2,2,2,2,1,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,0,3,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,2,1,7,1,2,2,2,2,2,2,2,2,2,2,1,1,11,,,,1,,,,,,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,98,2,2,2,2,2,2,1,6,8,1,2,1,2,52,1,2,1864,1864,14487.016,1,2,,,,,,,800,0,0,0,0,0,0,0,0,0,,,,,,,,800,,,800,3388.5115,650,650,,,,104,-3294.9216,800,.066973627,-.22743964,2013,2
1490,1,2,0,0,1,2,2,1,1,2,2,5,2,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,1,1,1,5,1,3,1,1,2,2,2,2,2,2,1,2,2,,,,,,,,,,,1,1,2,2,1,2,2,2,2,2,1,1,,,1,,,,,,,,,98,1,2,2,2,2,1,2,2,1,1,2,,,68,1,2,12075,12075,14487.016,2,,,,,,,,0,0,12000,8052,0,0,1608,0,0,0,,,1608,,,0,12000,,,,0,586.65692,,,,,,,32720.35,23145.963,2.1020763,2.2585983,2013,1
1278,2,1,0,1,2,2,2,2,2,1,2,1,2,15374,60,1,2,68,1,15,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,,2,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,2,6,1,2,2,3,2,2,2,1,1,2,2,1,1,12,1,1,6,1,,,1,,,2,2,2,1,2,2,2,1,2,2,,,,1,,,,1,,,,,,1,2,2,2,2,2,2,1,1,8,3,1,,,36,2,1,22029,11014,20426.691,2,2,,,,,,,40000,50000,0,0,0,0,0,0,0,0,,,,41600,,,,40000,50000,0,3600,7159.2764,1600,1600,,,6000,300,97885.047,131600,8.559906,4.7920165,2013,1
1982,4,1,0,1,2,2,2,1,2,2,2,1,2,23681,68,1,1,34,1,9,40,1,9,,,,,,,,,,,,,,,,,,,2,,,,1,3,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,3,8,1,2,3,3,2,2,2,2,2,2,3,1,1,1,1,1,11,1,,,1,,,1,2,2,2,2,2,2,1,2,2,98,,,,,,,98,6,,,,,1,2,2,2,2,2,2,1,1,8,1,1,,,66,2,1,5769,1442,39486.324,2,3,,,,,,,10000,60399.504,24000,0,0,0,0,0,0,39128.324,,,,,,,,10000,110000,,1000,3000,,,0,,3000,1000,144686.83,188018.31,11.143822,6.2594085,2013,3
1016,3,1,0,0,2,2,2,2,1,2,2,5,2,17959,78,2,14,53,2,13,,,,,,,,,,,,,,,,,,,,,,4,98,,1,,2,2,5,2,,1,5,98,,1,1,2,1,1,2,2,2,2,2,2,2,4,2,1,,1,1,1,9,1,3,2,2,3,2,2,3,2,2,3,2,2,,,,,,,,,,,2,2,2,2,1,2,2,2,2,2,,,,,1,,,,,,,,,1,1,2,2,2,2,2,2,1,5,1,1,,1,27,1,2,12369,4123,31258.188,2,,,,,,,,0,0,0,0,0,0,2400,0,0,62200.512,,,2400,,,,,,,,0,0,,,,,0,,113699.48,111299.48,6.1974211,3.6374304,,
1606,2,1,0,1,2,2,2,1,2,2,2,2,2,15374,54,2,12,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,99,4,3,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,1,5,4,2,,2,2,3,7,1,2,3,3,2,2,2,2,2,2,3,1,1,12,,,,99,,99,,,,99,2,2,2,2,2,2,2,2,2,,,,,,,,99,,99,,,,98,2,2,1,2,2,2,2,6,5,1,2,1,,56,2,2,4761,2380,16796.551,2,,,,,,,,57662.48,0,20251.564,0,0,0,0,0,0,62200.512,,,,,,,,,,,4483.4717,5606.3125,,,,,,,133279.58,158130.52,10.285581,6.2594085,2013,1
386,3,3,0,0,2,1,2,2,1,2,2,4,2,17959,45,2,2,28,1,10,,,,,,,,,,,,,,,,,,,,,,1,99,99,1,,2,1,1,2,,2,,2,,2,2,2,2,2,1,2,2,2,2,2,2,4,4,1,,1,1,1,2,1,1,3,3,1,2,2,1,2,2,2,2,2,,1,99,,,,,99,,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,99,,99,,,,99,2,2,2,2,2,1,2,1,5,1,2,2,,49,1,1,8121,2707,31258.188,2,,,,,,,,0,38817.957,0,0,0,0,3600,0,0,62200.512,,,,,,,,,,,425.68585,7159.2764,,,,,,,144686.83,188018.31,11.143822,6.2594085,2013,1
1196,3,2,0,0,2,2,2,2,2,2,2,2,2,17959,26,1,12,56,1,13,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,2,3,2,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,2,8,1,1,3,3,1,2,2,2,2,2,2,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,98,,,,,1,2,2,1,2,2,2,2,6,7,1,1,,,24,1,2,12846,4282,31258.188,2,2,,,,,,,48000,0,0,0,0,0,0,0,0,17398.635,,,,,,,,48000,,,1248,3000,1300,1300,,,3000,104,50070.883,65398.633,3.641552,1.6018486,2013,3
1371,1,3,1,1,2,2,2,1,1,2,2,5,2,15825,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,3,3,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,2,9,1,1,3,3,2,2,2,2,2,2,2,1,2,,,,,,,,,,,1,2,2,2,1,2,2,1,2,2,98,,,,1,,,1,,,,,,98,1,2,2,2,2,1,2,2,4,1,1,,,62,2,2,2238,2238,21860.984,2,,,,,,,,7928.7549,0,24000,0,0,0,2704,0,0,0,,,2704,,,,,,,0,782.30725,7159.2764,362,362,,,,,73245.945,65567.664,4.1432962,3.3505328,2013,2
868,2,2,0,0,2,2,2,1,2,2,2,5,2,15374,58,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,3,2,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,1,1,7,1,2,2,3,2,2,2,1,1,2,2,1,1,12,2,2,,1,,,,,,1,2,2,2,2,2,2,2,2,2,1,,,,,,,1,,,,,,1,1,2,2,2,2,1,2,2,3,1,1,,2,62,1,1,12309,6154,20426.691,2,2,,,,,,,40000,0,5000,0,0,0,0,0,0,0,,,,,,,5000,40000,,0,1284,600,1100,1100,,,600,107,37183.5,45000,2.9270196,1.8203388,2013,1
1261,2,2,1,1,2,2,2,2,2,2,2,1,2,18480,40,2,9,5,2,5,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,3,3,2,3,,2,,2,,2,1,2,2,2,2,2,1,2,2,2,2,5,2,2,,2,2,4,8,1,1,3,3,2,2,2,2,2,2,3,2,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,6,8,1,1,,,62,2,2,3890,1945,27512.936,2,,,,,,,,0,0,0,0,0,0,0,0,0,62200.512,,,,,,,,,,80000,2057.2478,2400,1800,1700,,,2400,,86434.789,90000,4.8701301,3.1416054,2013,2
1687,3,,0,1,2,2,2,2,2,2,2,1,2,17959,60,1,2,18,2,9,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,2,2,7,1,1,3,3,2,2,2,2,2,2,2,1,1,12,1,1,12,99,,7,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,98,2,2,2,2,2,2,1,1,5,1,2,2,2,55,2,1,14177,4726,32284.168,2,1,,,,,,,52285.387,60399.504,0,0,0,0,0,0,0,50000,,,,,,,,,0,50000,2600,1493.23,,,1076,,,50,144686.83,188018.31,11.119217,5.6648293,2012,12
1652,2,3,2,1,2,2,2,2,1,2,2,5,2,23283,36,1,1,3,2,3,5,2,3,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,4,4,1,2,2,,2,,2,1,2,2,1,2,2,2,2,2,2,2,4,4,2,2,1,2,2,7,1,3,2,2,2,2,2,2,2,1,2,2,2,,1,1,12,,,,1,,,2,2,2,2,1,1,2,1,2,2,,,,,1,,,1,,,2,,,1,1,98,98,98,98,98,98,3,1,1,1,,,44,2,1,18072,9036,31258.188,2,2,1,2,2,2,2,2,0,12000,0,0,0,0,3600,0,0,12000,,,4800,,,,,,12000,12000,300,0,990,990,,,0,25,41037.059,24000,1.030795,1.3128419,2013,2
1029,2,2,1,1,2,2,2,2,2,2,2,1,1,18480,29,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,2,4,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,3,10,1,2,3,3,2,2,2,2,2,1,2,1,1,6,1,1,10,98,2,,1,,,2,2,2,2,2,2,2,1,2,2,,,,,,,,1,,,2,,,1,2,2,2,2,2,2,1,1,3,1,2,2,,28,2,1,3004,1502,27512.936,1,1,2,2,2,2,2,2,9281.1748,40,0,0,0,0,0,0,0,0,,,,,,,,,40,0,40,400,1000,1000,,,400,100,13642.096,9321.1748,.50439256,.49584296,2013,1
68,2,2,0,0,2,2,2,2,2,2,2,4,2,15374,50,1,14,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,5,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,1,3,1,1,3,3,2,2,2,2,2,1,2,1,1,2,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,98,,,,,1,2,2,2,2,2,1,2,6,5,1,1,,1,34,1,2,837,418,21097.152,2,3,,,,,,,46000,0,0,0,0,0,0,0,0,52297.125,,,,,,,,46000,,,3000,3000,,,2800,,3000,2400,81979.375,98297.125,6.3937249,3.8858027,2013,1
597,2,2,6,0,2,2,2,2,1,2,2,1,2,37777,33,2,1,14,2,3,11,1,3,10,1,3,8,1,3,5,2,3,2,2,3,,,,,,,1,1,1,2,,4,3,3,1,2,2,,2,,2,2,2,2,1,1,2,1,2,2,2,2,4,2,2,2,2,2,4,9,1,2,3,3,2,2,2,2,2,2,3,1,1,12,2,2,,1,,,,,,2,2,2,2,1,1,1,1,2,2,,,,,1,,,1,,,1,98,98,1,2,2,2,2,2,2,1,1,7,1,2,1,1,35,1,1,1636,818,44694.895,2,2,1,2,1,2,2,1,45000,0,0,0,0,0,3600,0,0,0,,,6312,,,,,45000,,0,1894.3223,0,1800,1700,,,0,150,62087.695,45000,1.191201,1.3891451,2013,3
1678,1,2,0,1,2,2,2,2,1,2,2,4,2,11945,42,1,15,40,2,15,85,1,15,85,1,15,,,,,,,,,,,,,,,,5,98,98,98,,,4,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,1,1,0,1,2,1,1,1,1,2,1,2,1,1,1,1,12,,,,1,,,,,,2,2,2,2,1,2,2,1,2,2,,,,,98,,,98,98,,,,,1,2,1,1,2,2,2,2,1,7,1,2,1,98,42,2,2,15678,15678,14487.016,1,1,,,,,,,12000,0,0,0,0,0,50,0,0,0,,,,,,,,12000,,,1300,100,,,,,100,25,9644.9502,12000,1.0046045,.66576517,2013,1
638,2,3,0,0,2,2,2,2,2,1,2,2,2,15374,30,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,4,5,1,,2,,2,,2,1,2,2,2,2,2,2,2,2,2,2,5,4,2,,2,1,1,7,1,2,3,3,2,2,2,1,2,2,2,1,1,12,2,1,10,1,,,1,,,2,2,2,1,2,2,2,2,2,2,,,,1,,,,1,,,,,,1,2,99,99,99,99,99,99,1,8,1,1,,,33,1,1,6394,3197,20426.691,2,2,,,,,,,50000,50000,0,0,0,0,0,0,0,0,,,,24000,,,,50000,50000,50000,2400,7159.2764,1200,1200,,,6000,200,60064.18,124000,8.0655651,2.9404752,2013,1
372,1,4,0,1,2,2,2,1,2,2,2,1,2,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,5,1,,2,2,2,5,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,1,2,2,2,2,2,2,1,2,2,99,,,,,,,,,,,,,1,2,2,2,2,2,2,1,6,7,1,2,2,,66,2,2,7002,7002,14487.016,2,,,,,,,,0,0,24000,0,0,0,0,0,0,0,,,,,,,,,,,0,300,650,650,,,300,,73127.203,72592.922,6.5927639,5.0477757,2013,1
1675,1,1,0,1,2,2,2,2,1,2,1,2,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,1,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,3,9,1,4,1,1,2,2,2,1,1,2,98,2,2,,,,,,,,,,,2,2,1,2,1,2,1,1,2,2,,,1,,1,,,,,,,,,1,2,2,1,2,2,2,2,1,2,1,2,1,2,45,2,2,2566,2566,14487.016,1,,,,,,,,0,0,0,0,0,0,2400,0,0,0,,,2400,,3300,,,,,,0,0,1388,359,,,0,,9945.043,3300,.27626622,.68647975,2013,3
1028,1,5,0,1,2,2,2,2,1,1,2,1,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,2,1,,2,,2,,1,2,2,1,1,1,1,2,2,2,2,2,5,5,99,,99,99,1,0,1,2,1,1,1,2,2,1,2,1,1,2,2,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,,,,1,1,,,,,,,,,98,2,2,2,2,2,2,1,1,3,1,1,,1,59,2,2,1996,1996,14962.52,1,,,,,,,,0,0,0,0,0,0,142.48312,0,0,0,,,0,12948,,,,,,,0,7159.2764,,,1200,,,,3094.8445,12948,1.0839682,.2068398,2013,3
408,3,2,0,1,2,2,2,2,2,2,2,2,2,17959,46,2,13,25,1,12,26,2,17,,,,,,,,,,,,,,,,,,,1,1,1,2,,2,1,3,2,,2,,2,,2,2,2,2,2,97,2,2,2,2,2,2,,3,2,,2,2,2,7,1,2,2,3,2,2,2,2,2,2,3,2,1,9,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,1,2,2,2,2,6,7,1,1,,,22,2,2,5626,1875,31258.188,1,1,,,,,,,6000,0,0,0,0,0,0,0,0,20000,,,,,,,,6000,,20000,1040,200,700,700,,,200,20,24957.699,26000,1.4477421,.79843718,2013,1
456,2,5,0,0,2,2,2,2,1,2,2,1,1,15374,78,2,13,,,,,,,,,,,,,,,,,,,,,,,,,3,98,1,2,,2,4,4,1,,1,3,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,2,1,1,6,1,2,3,2,98,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,1,2,2,1,2,2,,,,,1,,,1,,,,,,1,2,2,2,2,2,2,1,1,3,1,2,2,,44,1,2,12815,6408,20426.691,1,,,,,,,,0,0,0,0,0,0,2400,0,0,10000,,,2400,,,,,,,10000,0,3000,,300,,,3000,,9437.4805,10000,.6504488,.46201709,2013,2
1590,3,2,0,1,2,2,2,2,2,2,2,2,2,17959,55,1,1,24,2,9,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,5,1,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,3,9,1,1,3,3,2,2,2,2,2,2,3,1,1,11,1,1,11,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,1,2,2,2,2,6,8,1,1,,1,55,2,1,733,244,31258.188,2,2,,,,,,,90000,60399.504,0,0,0,0,0,0,0,0,,,,,,,,100000,85000,0,4800,100,1200,1200,,,100,400,126518.14,185000,10.301242,4.0475202,2013,2
655,1,3,1,1,2,2,2,2,1,2,2,5,2,15825,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,3,4,2,,2,,2,,2,2,2,2,1,2,2,2,2,2,2,2,5,2,2,2,2,2,2,7,1,1,3,3,2,2,2,2,2,2,3,1,1,5,,,,99,,1,,,,2,2,2,2,1,1,2,1,2,2,,,,,99,,,99,,99,1,1,1,1,1,2,2,2,2,2,1,4,3,1,1,,,34,2,2,1346,1346,21860.984,2,1,2,1,2,2,2,2,2763.333,0,0,0,0,0,3413.655,0,0,32739.328,,,,,,,,,,,1425,0,1144,1145,,125,0,25,39406.266,35502.66,2.243454,1.8025842,2013,1
2252,1,4,0,0,2,2,2,2,2,2,2,1,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,3,8,1,1,3,3,2,2,2,2,2,2,3,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,5,1,2,1,,55,1,2,16011,16011,14487.016,2,3,,,,,,,90000,0,0,0,0,0,0,0,0,0,,,,,,,,100000,,,1000,3000,1300,1300,,,3000,1000,77151.797,120000,10.046044,5.3255825,2013,1
875,1,1,0,0,1,2,2,1,1,2,2,4,1,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,1,5,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,1,1,1,8,1,3,1,1,2,2,2,2,2,2,1,2,2,,,,,,,,,,,1,1,2,2,1,2,1,1,2,2,98,1,,,1,,,,,,,,,1,1,98,98,98,98,98,98,2,2,1,2,2,,65,1,2,7770,7770,14487.016,2,,,,,,,,0,0,7346.8662,672,0,0,2328,0,0,0,,,2328,,,672,,,,,0,120,244,244,,,120,,15882.389,8018.8662,.72825956,1.0963188,2013,1
776,2,1,0,0,2,2,2,2,2,2,2,1,2,15374,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,1,3,2,3,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,1,1,7,1,1,3,3,2,2,2,2,2,2,3,1,1,11,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,6,7,1,1,,,45,1,1,4625,2312,20426.691,2,3,,,,,,,90000,60000,0,0,0,0,0,0,0,0,,,,,,,,100000,60000,0,2500,7000,1800,1700,,,6000,2400,144686.83,188018.31,11.143822,6.2594085,2013,1
1781,2,2,0,1,2,2,2,2,2,1,2,5,2,15374,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,1,2,1,,2,,2,,2,2,2,1,1,2,2,2,2,2,2,2,5,2,2,,2,1,2,7,1,2,3,3,2,2,2,1,1,2,2,1,1,12,1,1,6,1,,,98,3,,2,2,2,1,2,2,2,2,2,2,,,,1,,,,1,,,,,,1,1,2,1,2,2,2,2,1,7,1,1,,,54,2,1,12203,6102,21097.152,1,2,,,,,,,5400,11184.17,0,0,0,0,0,0,0,0,,,,3200,,,,5400,,0,2400,500,,,1500,,500,200,15636.625,19784.17,1.286859,.74117231,2013,1
1180,2,4,0,0,2,2,2,1,2,2,2,2,2,13878,81,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,3,4,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,2,2,3,7,1,1,3,3,2,2,2,2,2,2,3,2,2,,2,2,,,,,,,,1,2,2,2,2,2,2,1,2,2,98,,,,,,,1,,,,,,1,2,2,1,2,2,2,2,1,5,1,2,2,,83,1,1,9847,4924,20426.691,2,,,,,,,,0,0,24000,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1500,1500,,,0,,87930.078,87930.078,6.3359332,4.3046656,2013,3
671,2,1,0,0,2,1,2,1,2,2,2,1,2,13878,72,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,99,99,1,,2,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,2,3,8,1,1,3,3,2,2,2,2,2,2,3,2,2,,2,2,,,,,,,,1,2,2,2,2,2,2,1,2,1,99,,,,,,99,1,,,,,,1,2,2,2,2,2,2,1,1,7,1,1,,,73,1,1,10799,5400,20426.691,2,,,,,,,,0,0,6960.3081,0,0,0,0,0,0,0,,,,,,,,,,0,0,6000,,,,,6000,,69540.234,67960.289,4.8969798,3.4043808,2013,3
696,2,4,0,0,2,2,2,2,2,2,2,3,2,15374,56,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,1,8,1,1,3,3,2,2,2,2,2,2,3,1,1,12,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,1,2,2,2,2,2,1,7,1,2,1,,55,1,1,31636,15818,16796.551,2,3,,,,,,,75000,25000,0,0,0,0,0,0,0,0,,,,,,,,75000,25000,0,2500,7159.2764,,,,,6000,2400,63816.5,100000,6.504488,3.7993813,2013,3
929,2,4,0,1,2,2,2,1,2,2,2,1,2,15374,66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,2,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,3,7,1,1,3,3,2,2,2,2,2,2,3,1,1,9,1,1,12,1,,,1,,,1,2,2,2,2,2,2,1,2,2,1,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,6,8,1,1,,,61,2,1,3855,1928,20426.691,2,1,,,,,,,70000,40000,18000,0,0,0,0,0,0,0,,,,,,,18000,70000,40000,0,4160,500,1100,1100,,,500,80,95719.703,128000,8.3257446,4.6860113,2013,3
